Czas (s),Kana³ 1 (g),Kana³ 2 (g),Kana³ 3 (g),Kana³ 4 (g)
2.170108505425271186e-02,-3.169230570884871978e-02,-9.115993308550181251e-03,-1.327963819905210278e-02,2.000966780000000209e-02
2.180109005450272391e-02,-2.298218677450048278e-02,-6.057861895910781648e-03,-6.564491658767754312e-03,2.409912670000000437e-02
2.190109505475273596e-02,-2.118209552806851401e-02,-3.849211431226753043e-03,-3.959477914691924075e-03,2.141351190000000126e-02
2.200110005500274801e-02,-2.205310742150333805e-02,-6.057861895910781648e-03,-9.979954123222721171e-03,2.049796140000000391e-02
2.210110505525276006e-02,-2.205310742150333805e-02,-5.718069516728617463e-03,-7.548607962085289620e-03,2.861584250000000218e-02
2.220111005550277558e-02,-1.862712730732636254e-02,-7.870087918215617692e-03,-6.622380853080546935e-03,1.958241090000000309e-02
2.230111505575278763e-02,-1.566568686964796286e-02,-3.380235130111552164e-04,-8.590613459715616684e-03,1.610331900000000482e-02
2.240112005600279968e-02,-9.045996479543294555e-03,1.700730762081790809e-03,3.276671374407598772e-03,2.281735600000000391e-02
2.250112505625281173e-02,7.093367269267353585e-04,-7.344479553903269066e-04,2.582001042654046962e-03,1.988759440000000336e-02
2.260113005650282378e-02,-1.613361655566133068e-03,2.720107899628264065e-03,3.392449763033204835e-03,2.062003480000000263e-02
2.270113505675283583e-02,3.554642245480492055e-03,3.852749163568771739e-03,1.597884739336511654e-03,2.495364050000000236e-02
2.280114005700284788e-02,5.935408087535671076e-03,5.680894981412630768e-04,5.650128341232237700e-03,2.623541119999999935e-02
2.290114505725286340e-02,6.574150142721221952e-03,9.078818773234274787e-04,5.708017535545051140e-03,2.367186980000000190e-02
2.300115005750287545e-02,9.825927878211215480e-03,4.362437732342018017e-03,4.781790426540308454e-03,2.312253950000000419e-02
2.310115505775288750e-02,7.445162036156035591e-03,3.852749163568771739e-03,7.965696113744105689e-03,2.068107150000000199e-02
2.320116005800289954e-02,7.270959657469072690e-03,4.758862174721189761e-03,6.923690616113756940e-03,2.196284220000000245e-02
2.330116505825291159e-02,1.023240009514748278e-02,4.305805669144990508e-03,6.171131090047412074e-03,2.055899810000000327e-02
2.340117005850292364e-02,7.561296955280677815e-03,3.173164405204462885e-03,1.126538018957348730e-02,1.854478700000000355e-02
2.350117505875293569e-02,8.141971550903886329e-03,2.833372026022318649e-03,1.091804502369671075e-02,2.391601660000000282e-02
2.360118005900294774e-02,7.735499333967640716e-03,6.174663754646834979e-03,9.412925971564001931e-03,1.799545670000000236e-02
2.370118505925296326e-02,1.290350323501426519e-02,-9.043441449814091076e-04,1.039704227488153637e-02,2.293942940000000263e-02
2.380119005950297531e-02,5.877340627973350398e-03,5.155286617100381455e-03,1.207582890995262392e-02,2.165765870000000218e-02
2.390119505975298736e-02,9.477523120837289677e-03,4.815494237918217270e-03,8.544588056872051002e-03,2.373290650000000127e-02
2.400120006000299941e-02,8.432308848715512270e-03,7.873625650557616873e-03,8.718255639810450555e-03,2.452638360000000337e-02
2.410120506025301146e-02,6.399947764034238235e-03,5.042022490706326437e-03,8.949812417061640130e-03,2.141351190000000126e-02
2.420121006050302351e-02,1.209055880114177223e-02,2.663475836431236556e-03,6.923690616113756940e-03,2.684577820000000684e-02
2.430121506075303556e-02,1.278736831588962383e-02,5.721607249070635726e-03,1.045493146919432986e-02,2.184076880000000373e-02
2.440122006100304761e-02,1.104534452901997574e-02,1.077778066914509680e-03,4.029230900473963588e-03,2.239009910000000145e-02
2.450122506125306313e-02,1.029046755470980345e-02,1.700730762081790809e-03,7.328914976303346068e-03,2.177973210000000437e-02
2.460123006150307517e-02,6.283812844909596879e-03,4.249173605947962999e-03,7.039469004739362136e-03,1.964344760000000592e-02
2.470123506175308722e-02,6.051543006660312432e-03,5.834871375464689876e-03,8.370920473933674000e-03,2.196284220000000245e-02
2.480124006200309927e-02,5.122463653663178115e-03,4.645598048327134744e-03,8.081474502369690935e-03,2.550297080000000355e-02
2.490124506225311132e-02,5.064396194100856570e-03,5.211918680297408964e-03,8.023585308056897444e-03,2.159662200000000282e-02
2.500125006250312337e-02,9.535590580399610355e-03,5.891503438661717384e-03,6.923690616113756940e-03,2.593022770000000254e-02
2.510125506275313542e-02,8.780713606089438072e-03,5.042022490706326437e-03,7.386804170616138691e-03,2.306150280000000483e-02
2.520126006300314747e-02,8.083904091341565651e-03,3.173164405204462885e-03,9.586593554502399750e-03,2.837169570000000127e-02
2.530126506325316299e-02,4.425654138915305694e-03,4.249173605947962999e-03,7.849917725118499626e-03,2.190180550000000309e-02
2.540127006350317504e-02,8.838781065651758750e-03,3.966013289962826323e-03,6.402687867298603383e-03,2.074210820000000136e-02
2.550127506375318709e-02,2.625562892483346896e-03,4.532333921933080594e-03,9.412925971564001931e-03,2.281735600000000391e-02
2.560128006400319914e-02,5.238598572787819471e-03,2.663475836431236556e-03,5.939574312796221632e-03,1.689679609999999998e-02
2.570128506425321119e-02,5.238598572787819471e-03,9.078818773234274787e-04,1.080226663507110468e-02,2.367186980000000190e-02
2.580129006450322324e-02,4.832126355851572991e-03,4.022645353159853832e-03,4.434455260663532766e-03,2.403809000000000154e-02
2.590129506475323529e-02,5.180531113225498793e-03,2.833372026022318649e-03,7.271025781990532628e-03,2.055899810000000327e-02
2.600130006500325081e-02,1.867295908658365988e-04,1.077778066914509680e-03,6.171131090047412074e-03,2.202387890000000181e-02
2.610130506525326285e-02,6.167677925784954655e-03,2.436947583643126955e-03,5.997463507109034205e-03,2.159662200000000282e-02
2.620131006550327490e-02,8.258106470028529419e-03,-5.486319702601820798e-05,1.016548549763034680e-02,2.348875970000000382e-02
2.630131506575328695e-02,8.432308848715512270e-03,7.024144702602225059e-03,4.401008530805986928e-04,2.635748460000000154e-02
2.640132006600329900e-02,4.657923977164590140e-03,1.813994888475845609e-03,8.486698862559259246e-03,2.275631930000000108e-02
2.650132506625331105e-02,7.059467174119471433e-05,-2.813914498141278160e-04,6.460577061611396006e-03,2.489260380000000300e-02
2.660133006650332310e-02,5.064396194100856570e-03,3.852749163568771739e-03,1.004970710900476155e-02,2.397705330000000218e-02
2.670133506675333515e-02,9.535590580399610355e-03,3.852749163568771739e-03,4.839679620853101077e-03,1.866686040000000227e-02
2.680134006700335067e-02,7.503229495718357137e-03,6.457824070631971655e-03,9.933928720379176305e-03,2.373290650000000127e-02
2.690134506725336272e-02,8.722646146527117395e-03,2.776739962825291140e-03,8.081474502369690935e-03,1.555398870000000364e-02
2.700135006750337477e-02,3.148170028544245574e-03,6.287927881040889129e-03,5.765906729857843763e-03,2.049796140000000391e-02
2.710135506775338682e-02,9.593658039961931033e-03,2.720107899628264065e-03,4.492344454976325389e-03,2.141351190000000126e-02
2.720136006800339887e-02,1.075500723120837061e-02,-1.130872397769518709e-03,8.544588056872051002e-03,1.921619070000000346e-02
2.730136506825341092e-02,4.890193815413894536e-03,4.815494237918217270e-03,6.113241895734619451e-03,2.232906240000000209e-02
2.740137006850342297e-02,6.516082683158901274e-03,3.286428531598517902e-03,1.091804502369671075e-02,2.519778729999999980e-02
2.750137506875343502e-02,1.005819771646049819e-02,4.135909479553908849e-03,6.865801421800964317e-03,2.110832840000000446e-02
2.760138006900345053e-02,5.064396194100856570e-03,2.380315520446099446e-03,1.713663127962096900e-03,2.245113580000000081e-02
2.770138506925346258e-02,1.046466993339676549e-02,1.813994888475845609e-03,1.450717507109007716e-02,2.519778729999999980e-02
2.780139006950347463e-02,4.832126355851572991e-03,1.644098698884763517e-03,9.933928720379176305e-03,2.599126440000000191e-02
2.790139506975348668e-02,7.909701712654603617e-03,1.587466635687736008e-03,1.076881990521358096e-03,2.232906240000000209e-02
2.800140007000349873e-02,7.503229495718357137e-03,4.079277416356881340e-03,8.602477251184865309e-03,2.293942940000000263e-02
2.810140507025351078e-02,5.528935870599424596e-03,7.379856877323452777e-04,7.444693364928931315e-03,2.129143850000000254e-02
2.820141007050352283e-02,5.645070789724065952e-03,3.173164405204462885e-03,4.087120094786756211e-03,2.202387890000000181e-02
2.830141507075353488e-02,6.922554900095147755e-03,3.966013289962826323e-03,7.386804170616138691e-03,2.330564960000000227e-02
2.840142007100355040e-02,1.139374928639389981e-02,5.664975185873608217e-03,9.644482748815193240e-03,2.678474150000000401e-02
2.850142507125356245e-02,1.116147944814461709e-02,3.626220910780682087e-03,9.760261137440776752e-03,2.147454860000000063e-02
2.860143007150357450e-02,7.270959657469072690e-03,7.194040892193307585e-03,8.949812417061640130e-03,1.738508970000000181e-02
2.870143507175358655e-02,9.012983444338722519e-03,2.849291821561461872e-04,8.023585308056897444e-03,2.147454860000000063e-02
2.880144007200359860e-02,4.890193815413894536e-03,2.550211710037181539e-03,5.650128341232237700e-03,2.245113580000000081e-02
2.890144507225361065e-02,5.122463653663178115e-03,4.532333921933080594e-03,3.913452511848358392e-03,1.952137420000000373e-02
2.900145007250362270e-02,7.096757278782110656e-03,1.474202509293681207e-03,7.097358199052154759e-03,2.757821860000000264e-02
2.910145507275363821e-02,5.877340627973350398e-03,3.343060594795544977e-03,6.460577061611396006e-03,2.776132870000000419e-02
2.920146007300365026e-02,1.040660247383444481e-02,3.626220910780682087e-03,5.418571563981068075e-03,2.281735600000000391e-02
2.930146507325366231e-02,8.141971550903886329e-03,2.946636152416353283e-03,9.702371943127984996e-03,1.958241090000000309e-02
2.940147007350367436e-02,7.677431874405320038e-03,-5.079197026022173054e-04,9.065590805687225376e-03,2.208491560000000464e-02
2.950147507375368641e-02,8.896848525214079428e-03,2.720107899628264065e-03,4.897568815165893701e-03,2.226802570000000273e-02
2.960148007400369846e-02,1.371644766888677897e-02,2.833372026022318649e-03,8.718255639810450555e-03,2.507571390000000455e-02
2.970148507425371051e-02,9.593658039961931033e-03,1.870626951672873118e-03,1.201793971563983217e-02,2.306150280000000483e-02
2.980149007450372256e-02,1.435518972407230989e-02,1.019554024163569876e-02,6.750023033175379071e-03,2.861584250000000218e-02
2.990149507475373808e-02,1.365838020932443747e-02,4.872126301115244779e-03,1.207582890995262392e-02,2.092521830000000291e-02
3.000150007500375013e-02,1.214862626070409291e-02,4.758862174721189761e-03,7.676250142180121756e-03,2.123040180000000318e-02
3.010150507525376218e-02,1.052273739295908617e-02,4.928758364312272287e-03,1.132326938388627906e-02,2.202387890000000181e-02
3.020151007550377423e-02,1.435518972407230989e-02,4.249173605947962999e-03,9.470815165876793687e-03,2.220698900000000336e-02
3.030151507575378628e-02,1.087114215033301197e-02,3.512956784386627503e-03,8.718255639810450555e-03,2.458742030000000273e-02
3.040152007600379833e-02,8.722646146527117395e-03,7.024144702602225059e-03,8.486698862559259246e-03,1.738508970000000181e-02
3.050152507625381038e-02,1.365838020932443747e-02,4.702230111524162252e-03,7.618360947867329133e-03,2.470949370000000492e-02
3.060153007650382243e-02,1.156795166508086357e-02,6.627720260223054181e-03,1.300205601895736661e-02,1.848375030000000419e-02
3.070153507675383794e-02,1.441325718363463057e-02,4.135909479553908849e-03,9.181369194312810622e-03,2.080314490000000419e-02
3.080154007700384999e-02,1.139374928639389981e-02,7.420569144981417620e-03,1.051282066350712162e-02,2.293942940000000263e-02
3.090154507725386204e-02,1.412291988582302545e-02,4.815494237918217270e-03,1.138115857819907255e-02,1.677472270000000473e-02
3.100155007750387409e-02,1.418098734538534612e-02,6.457824070631971655e-03,1.497028862559243723e-02,1.750716310000000400e-02
3.110155507775388614e-02,1.708436032350141298e-02,7.590465334572499279e-03,1.230738568720381523e-02,1.744612640000000117e-02
3.120156007800389819e-02,1.528426907706944421e-02,3.229796468401490393e-03,1.248105327014219224e-02,2.190180550000000309e-02
3.130156507825391371e-02,1.574880875356803392e-02,2.550211710037181539e-03,9.355036777251208441e-03,2.312253950000000419e-02
3.140157007850392229e-02,1.992966584205518171e-02,5.834871375464689876e-03,1.109171260663508948e-02,2.263424590000000236e-02
3.150157507875393781e-02,1.441325718363463057e-02,7.080776765799252567e-03,1.068648824644552117e-02,2.824962229999999908e-02
3.160158007900394639e-02,1.557460637488107015e-02,8.666474535315979444e-03,1.693852123222750958e-02,2.098625500000000227e-02
3.170158507925396191e-02,1.952319362511893350e-02,6.797616449814135840e-03,1.334939118483414316e-02,2.208491560000000464e-02
3.180159007950397049e-02,2.120714995242626091e-02,6.457824070631971655e-03,1.248105327014219224e-02,2.416016340000000026e-02
3.190159507975398601e-02,2.654935623215985002e-02,1.212103039033456987e-02,1.838575109004740582e-02,2.153558530000000346e-02
3.200160008000400153e-02,2.898818953377734972e-02,9.685851672862452050e-03,2.070131886255924952e-02,2.232906240000000209e-02
3.210160508025401011e-02,3.351745137963844240e-02,2.027604749070631429e-02,2.324844341232228800e-02,2.361083310000000254e-02
3.220161008050402562e-02,3.618855451950522828e-02,1.642506719330855125e-02,2.961625478672987033e-02,2.086418160000000355e-02
3.230161508075403420e-02,4.240177269267363103e-02,1.438631291821562685e-02,2.579556796208532649e-02,2.745614520000000044e-02
3.240162008100404972e-02,4.826658610846813052e-02,1.959646273234200500e-02,2.631657071090049912e-02,2.776132870000000419e-02
3.250162508125405830e-02,4.855692340627973391e-02,2.593925381040892292e-02,3.355272000000001503e-02,2.037588800000000519e-02
3.260163008150407382e-02,6.121562959086584293e-02,2.123879256505575852e-02,3.824174473933650981e-02,2.458742030000000273e-02
3.270163508175408934e-02,6.348026051379637713e-02,2.491987667286246072e-02,3.980475298578201038e-02,2.696785160000000209e-02
3.280164008200409792e-02,6.940314138915316955e-02,2.644894237918216096e-02,4.038364492890996610e-02,2.275631930000000108e-02
3.290164508225411344e-02,7.143550247383444185e-02,2.786474395910781485e-02,4.240976672985782847e-02,1.897204390000000254e-02
3.300165008250412202e-02,7.062255803996193848e-02,2.780811189591078647e-02,4.130987203791471052e-02,2.312253950000000419e-02
3.310165508275413754e-02,7.172583977164605218e-02,2.537293317843867038e-02,4.588311838862561137e-02,2.086418160000000355e-02
3.320166008300414612e-02,7.474534766888675519e-02,2.860096078066915251e-02,4.854602132701423683e-02,2.049796140000000391e-02
3.330166508325416164e-02,7.579056194100855515e-02,3.013002648698884928e-02,4.374121819905215508e-02,2.068107150000000199e-02
3.340167008350417716e-02,7.764872064700284460e-02,2.599588587360595129e-02,4.761979421800949241e-02,1.836167690000000546e-02
3.350167508375418574e-02,7.921654205518553760e-02,2.888412109665427704e-02,4.310443706161139199e-02,2.391601660000000282e-02
3.360168008400420125e-02,7.666157383444337226e-02,2.899738522304833380e-02,4.912491327014219256e-02,2.470949370000000492e-02
3.370168508425420983e-02,7.509375242626070701e-02,2.831780046468402451e-02,4.385699658767773512e-02,2.379394320000000410e-02
3.380169008450422535e-02,7.613896669838247921e-02,2.763821570631970481e-02,4.686723469194314928e-02,2.068107150000000199e-02
3.390169508475423393e-02,7.677770875356804137e-02,2.344744302973978886e-02,4.484111289099527303e-02,2.159662200000000282e-02
3.400170008500424945e-02,6.911280409134157310e-02,2.820453633828996776e-02,4.125198284360191009e-02,2.324461290000000291e-02
3.410170508525425803e-02,7.770678810656517221e-02,2.610915000000000458e-02,4.298865867298579807e-02,2.049796140000000391e-02
3.420171008550427355e-02,6.748691522359656636e-02,2.378723540892193136e-02,4.495689127962086695e-02,1.994863110000000272e-02
3.430171508575428907e-02,7.503568496669839327e-02,2.491987667286246072e-02,4.698301308056872932e-02,2.123040180000000318e-02
3.440172008600429765e-02,7.468728020932444145e-02,2.305101858736059717e-02,4.605678597156399878e-02,2.190180550000000309e-02
3.450172508625431317e-02,7.201617706945766251e-02,2.656220650557621424e-02,4.420433175355451688e-02,1.976552100000000117e-02
3.460173008650432175e-02,7.393240323501426570e-02,2.356070715613382480e-02,4.478322369668247954e-02,2.599126440000000191e-02
3.470173508675433727e-02,8.229411741198858210e-02,3.013002648698884928e-02,4.958802682464456130e-02,2.324461290000000291e-02
3.480174008700434585e-02,7.259685166508086929e-02,2.735505539033457681e-02,4.831446454976305593e-02,2.513675059999999697e-02
3.490174508725436137e-02,7.346786355851570027e-02,2.928054553903345833e-02,4.918280246445499299e-02,2.525882399999999917e-02
3.500175008750437688e-02,7.654543891531873090e-02,2.593925381040892292e-02,4.912491327014219256e-02,2.373290650000000127e-02
3.510175508775438546e-02,6.986768106565176273e-02,3.007339442379182437e-02,4.038364492890996610e-02,2.037588800000000519e-02
3.520176008800440098e-02,7.381626831588962434e-02,2.741168745353160519e-02,4.472533450236968605e-02,2.751718190000000328e-02
3.530176508825440956e-02,7.219037944814461760e-02,2.480661254646840744e-02,4.460955611374409213e-02,2.342772300000000099e-02
3.540177008850442508e-02,6.603522873453854247e-02,1.999288717472119670e-02,3.812596635071091589e-02,2.647955800000000373e-02
3.550177508875443366e-02,6.528035176022835284e-02,2.384386747211895974e-02,4.327810464454977940e-02,2.190180550000000309e-02
3.560178008900444918e-02,6.301572083729781171e-02,2.435355604089220818e-02,4.020997734597157869e-02,2.483156710000000711e-02
3.570178508925446470e-02,5.703477250237869167e-02,2.237143382899628788e-02,3.378427677725120287e-02,2.055899810000000327e-02
3.580179008950447328e-02,5.180870114176974739e-02,1.585874656133829871e-02,2.764802218009480145e-02,1.976552100000000117e-02
